date_id,full_date,day,month,month_name,quarter,year,is_ramadan,is_weekend
43,2022-02-12,12,2,February,1,2022,False,True
44,2022-02-13,13,2,February,1,2022,False,False
45,2022-02-14,14,2,February,1,2022,False,False
46,2022-02-15,15,2,February,1,2022,False,False
47,2022-02-16,16,2,February,1,2022,False,False
48,2022-02-17,17,2,February,1,2022,False,False
49,2022-02-18,18,2,February,1,2022,False,True
50,2022-02-19,19,2,February,1,2022,False,True
51,2022-02-20,20,2,February,1,2022,False,False
52,2022-02-21,21,2,February,1,2022,False,False
53,2022-02-22,22,2,February,1,2022,False,False
54,2022-02-23,23,2,February,1,2022,False,False
55,2022-02-24,24,2,February,1,2022,False,False
56,2022-02-25,25,2,February,1,2022,False,True
57,2022-02-26,26,2,February,1,2022,False,True
58,2022-02-27,27,2,February,1,2022,False,False
59,2022-02-28,28,2,February,1,2022,False,False
60,2022-03-01,1,3,March,1,2022,False,False
61,2022-03-02,2,3,March,1,2022,False,False
62,2022-03-03,3,3,March,1,2022,False,False
63,2022-03-04,4,3,March,1,2022,False,True
64,2022-03-05,5,3,March,1,2022,False,True
65,2022-03-06,6,3,March,1,2022,False,False
66,2022-03-07,7,3,March,1,2022,False,False
67,2022-03-08,8,3,March,1,2022,False,False
68,2022-03-09,9,3,March,1,2022,False,False
69,2022-03-10,10,3,March,1,2022,False,False
70,2022-03-11,11,3,March,1,2022,False,True
71,2022-03-12,12,3,March,1,2022,False,True
72,2022-03-13,13,3,March,1,2022,False,False
73,2022-03-14,14,3,March,1,2022,False,False
74,2022-03-15,15,3,March,1,2022,False,False
75,2022-03-16,16,3,March,1,2022,False,False
76,2022-03-17,17,3,March,1,2022,False,False
77,2022-03-18,18,3,March,1,2022,False,True
78,2022-03-19,19,3,March,1,2022,False,True
79,2022-03-20,20,3,March,1,2022,False,False
80,2022-03-21,21,3,March,1,2022,False,False
81,2022-03-22,22,3,March,1,2022,False,False
82,2022-03-23,23,3,March,1,2022,False,False
83,2022-03-24,24,3,March,1,2022,False,False
84,2022-03-25,25,3,March,1,2022,False,True
85,2022-03-26,26,3,March,1,2022,False,True
86,2022-03-27,27,3,March,1,2022,False,False
87,2022-03-28,28,3,March,1,2022,False,False
88,2022-03-29,29,3,March,1,2022,False,False
89,2022-03-30,30,3,March,1,2022,False,False
90,2022-03-31,31,3,March,1,2022,False,False
91,2022-04-01,1,4,April,2,2022,False,True
92,2022-04-02,2,4,April,2,2022,True,True
93,2022-04-03,3,4,April,2,2022,True,False
94,2022-04-04,4,4,April,2,2022,True,False
95,2022-04-05,5,4,April,2,2022,True,False
96,2022-04-06,6,4,April,2,2022,True,False
97,2022-04-07,7,4,April,2,2022,True,False
98,2022-04-08,8,4,April,2,2022,True,True
99,2022-04-09,9,4,April,2,2022,True,True
100,2022-04-10,10,4,April,2,2022,True,False
101,2022-04-11,11,4,April,2,2022,True,False
102,2022-04-12,12,4,April,2,2022,True,False
103,2022-04-13,13,4,April,2,2022,True,False
104,2022-04-14,14,4,April,2,2022,True,False
105,2022-04-15,15,4,April,2,2022,True,True
106,2022-04-16,16,4,April,2,2022,True,True
107,2022-04-17,17,4,April,2,2022,True,False
108,2022-04-18,18,4,April,2,2022,True,False
109,2022-04-19,19,4,April,2,2022,True,False
110,2022-04-20,20,4,April,2,2022,True,False
111,2022-04-21,21,4,April,2,2022,True,False
112,2022-04-22,22,4,April,2,2022,True,True
113,2022-04-23,23,4,April,2,2022,True,True
114,2022-04-24,24,4,April,2,2022,True,False
115,2022-04-25,25,4,April,2,2022,True,False
116,2022-04-26,26,4,April,2,2022,True,False
117,2022-04-27,27,4,April,2,2022,True,False
118,2022-04-28,28,4,April,2,2022,True,False
119,2022-04-29,29,4,April,2,2022,True,True
120,2022-04-30,30,4,April,2,2022,True,True
121,2022-05-01,1,5,May,2,2022,True,False
122,2022-05-02,2,5,May,2,2022,False,False
123,2022-05-03,3,5,May,2,2022,False,False
124,2022-05-04,4,5,May,2,2022,False,False
125,2022-05-05,5,5,May,2,2022,False,False
126,2022-05-06,6,5,May,2,2022,False,True
127,2022-05-07,7,5,May,2,2022,False,True
128,2022-05-08,8,5,May,2,2022,False,False
129,2022-05-09,9,5,May,2,2022,False,False
130,2022-05-10,10,5,May,2,2022,False,False
131,2022-05-11,11,5,May,2,2022,False,False
132,2022-05-12,12,5,May,2,2022,False,False
133,2022-05-13,13,5,May,2,2022,False,True
134,2022-05-14,14,5,May,2,2022,False,True
135,2022-05-15,15,5,May,2,2022,False,False
136,2022-05-16,16,5,May,2,2022,False,False
137,2022-05-17,17,5,May,2,2022,False,False
138,2022-05-18,18,5,May,2,2022,False,False
139,2022-05-19,19,5,May,2,2022,False,False
140,2022-05-20,20,5,May,2,2022,False,True
141,2022-05-21,21,5,May,2,2022,False,True
142,2022-05-22,22,5,May,2,2022,False,False
143,2022-05-23,23,5,May,2,2022,False,False
144,2022-05-24,24,5,May,2,2022,False,False
145,2022-05-25,25,5,May,2,2022,False,False
146,2022-05-26,26,5,May,2,2022,False,False
147,2022-05-27,27,5,May,2,2022,False,True
148,2022-05-28,28,5,May,2,2022,False,True
149,2022-05-29,29,5,May,2,2022,False,False
150,2022-05-30,30,5,May,2,2022,False,False
151,2022-05-31,31,5,May,2,2022,False,False
152,2022-06-01,1,6,June,2,2022,False,False
153,2022-06-02,2,6,June,2,2022,False,False
154,2022-06-03,3,6,June,2,2022,False,True
155,2022-06-04,4,6,June,2,2022,False,True
156,2022-06-05,5,6,June,2,2022,False,False
157,2022-06-06,6,6,June,2,2022,False,False
158,2022-06-07,7,6,June,2,2022,False,False
159,2022-06-08,8,6,June,2,2022,False,False
160,2022-06-09,9,6,June,2,2022,False,False
161,2022-06-10,10,6,June,2,2022,False,True
162,2022-06-11,11,6,June,2,2022,False,True
163,2022-06-12,12,6,June,2,2022,False,False
164,2022-06-13,13,6,June,2,2022,False,False
165,2022-06-14,14,6,June,2,2022,False,False
166,2022-06-15,15,6,June,2,2022,False,False
167,2022-06-16,16,6,June,2,2022,False,False
168,2022-06-17,17,6,June,2,2022,False,True
169,2022-06-18,18,6,June,2,2022,False,True
170,2022-06-19,19,6,June,2,2022,False,False
171,2022-06-20,20,6,June,2,2022,False,False
172,2022-06-21,21,6,June,2,2022,False,False
173,2022-06-22,22,6,June,2,2022,False,False
174,2022-06-23,23,6,June,2,2022,False,False
175,2022-06-24,24,6,June,2,2022,False,True
176,2022-06-25,25,6,June,2,2022,False,True
177,2022-06-26,26,6,June,2,2022,False,False
178,2022-06-27,27,6,June,2,2022,False,False
179,2022-06-28,28,6,June,2,2022,False,False
180,2022-06-29,29,6,June,2,2022,False,False
181,2022-06-30,30,6,June,2,2022,False,False
182,2022-07-01,1,7,July,3,2022,False,True
183,2022-07-02,2,7,July,3,2022,False,True
184,2022-07-03,3,7,July,3,2022,False,False
185,2022-07-04,4,7,July,3,2022,False,False
186,2022-07-05,5,7,July,3,2022,False,False
187,2022-07-06,6,7,July,3,2022,False,False
188,2022-07-07,7,7,July,3,2022,False,False
189,2022-07-08,8,7,July,3,2022,False,True
190,2022-07-09,9,7,July,3,2022,False,True
191,2022-07-10,10,7,July,3,2022,False,False
192,2022-07-11,11,7,July,3,2022,False,False
193,2022-07-12,12,7,July,3,2022,False,False
194,2022-07-13,13,7,July,3,2022,False,False
195,2022-07-14,14,7,July,3,2022,False,False
196,2022-07-15,15,7,July,3,2022,False,True
197,2022-07-16,16,7,July,3,2022,False,True
198,2022-07-17,17,7,July,3,2022,False,False
199,2022-07-18,18,7,July,3,2022,False,False
200,2022-07-19,19,7,July,3,2022,False,False
201,2022-07-20,20,7,July,3,2022,False,False
202,2022-07-21,21,7,July,3,2022,False,False
203,2022-07-22,22,7,July,3,2022,False,True
204,2022-07-23,23,7,July,3,2022,False,True
205,2022-07-24,24,7,July,3,2022,False,False
206,2022-07-25,25,7,July,3,2022,False,False
207,2022-07-26,26,7,July,3,2022,False,False
208,2022-07-27,27,7,July,3,2022,False,False
209,2022-07-28,28,7,July,3,2022,False,False
210,2022-07-29,29,7,July,3,2022,False,True
211,2022-07-30,30,7,July,3,2022,False,True
212,2022-07-31,31,7,July,3,2022,False,False
213,2022-08-01,1,8,August,3,2022,False,False
214,2022-08-02,2,8,August,3,2022,False,False
215,2022-08-03,3,8,August,3,2022,False,False
216,2022-08-04,4,8,August,3,2022,False,False
217,2022-08-05,5,8,August,3,2022,False,True
218,2022-08-06,6,8,August,3,2022,False,True
219,2022-08-07,7,8,August,3,2022,False,False
220,2022-08-08,8,8,August,3,2022,False,False
221,2022-08-09,9,8,August,3,2022,False,False
222,2022-08-10,10,8,August,3,2022,False,False
223,2022-08-11,11,8,August,3,2022,False,False
224,2022-08-12,12,8,August,3,2022,False,True
225,2022-08-13,13,8,August,3,2022,False,True
226,2022-08-14,14,8,August,3,2022,False,False
227,2022-08-15,15,8,August,3,2022,False,False
228,2022-08-16,16,8,August,3,2022,False,False
229,2022-08-17,17,8,August,3,2022,False,False
230,2022-08-18,18,8,August,3,2022,False,False
231,2022-08-19,19,8,August,3,2022,False,True
232,2022-08-20,20,8,August,3,2022,False,True
233,2022-08-21,21,8,August,3,2022,False,False
234,2022-08-22,22,8,August,3,2022,False,False
235,2022-08-23,23,8,August,3,2022,False,False
236,2022-08-24,24,8,August,3,2022,False,False
237,2022-08-25,25,8,August,3,2022,False,False
238,2022-08-26,26,8,August,3,2022,False,True
239,2022-08-27,27,8,August,3,2022,False,True
240,2022-08-28,28,8,August,3,2022,False,False
241,2022-08-29,29,8,August,3,2022,False,False
242,2022-08-30,30,8,August,3,2022,False,False
243,2022-08-31,31,8,August,3,2022,False,False
244,2022-09-01,1,9,September,3,2022,False,False
245,2022-09-02,2,9,September,3,2022,False,True
246,2022-09-03,3,9,September,3,2022,False,True
247,2022-09-04,4,9,September,3,2022,False,False
248,2022-09-05,5,9,September,3,2022,False,False
249,2022-09-06,6,9,September,3,2022,False,False
250,2022-09-07,7,9,September,3,2022,False,False
251,2022-09-08,8,9,September,3,2022,False,False
252,2022-09-09,9,9,September,3,2022,False,True
253,2022-09-10,10,9,September,3,2022,False,True
254,2022-09-11,11,9,September,3,2022,False,False
255,2022-09-12,12,9,September,3,2022,False,False
256,2022-09-13,13,9,September,3,2022,False,False
257,2022-09-14,14,9,September,3,2022,False,False
258,2022-09-15,15,9,September,3,2022,False,False
259,2022-09-16,16,9,September,3,2022,False,True
260,2022-09-17,17,9,September,3,2022,False,True
261,2022-09-18,18,9,September,3,2022,False,False
262,2022-09-19,19,9,September,3,2022,False,False
263,2022-09-20,20,9,September,3,2022,False,False
264,2022-09-21,21,9,September,3,2022,False,False
265,2022-09-22,22,9,September,3,2022,False,False
266,2022-09-23,23,9,September,3,2022,False,True
267,2022-09-24,24,9,September,3,2022,False,True
268,2022-09-25,25,9,September,3,2022,False,False
269,2022-09-26,26,9,September,3,2022,False,False
270,2022-09-27,27,9,September,3,2022,False,False
271,2022-09-28,28,9,September,3,2022,False,False
272,2022-09-29,29,9,September,3,2022,False,False
273,2022-09-30,30,9,September,3,2022,False,True
274,2022-10-01,1,10,October,4,2022,False,True
275,2022-10-02,2,10,October,4,2022,False,False
276,2022-10-03,3,10,October,4,2022,False,False
277,2022-10-04,4,10,October,4,2022,False,False
278,2022-10-05,5,10,October,4,2022,False,False
279,2022-10-06,6,10,October,4,2022,False,False
280,2022-10-07,7,10,October,4,2022,False,True
281,2022-10-08,8,10,October,4,2022,False,True
282,2022-10-09,9,10,October,4,2022,False,False
283,2022-10-10,10,10,October,4,2022,False,False
284,2022-10-11,11,10,October,4,2022,False,False
285,2022-10-12,12,10,October,4,2022,False,False
286,2022-10-13,13,10,October,4,2022,False,False
287,2022-10-14,14,10,October,4,2022,False,True
288,2022-10-15,15,10,October,4,2022,False,True
289,2022-10-16,16,10,October,4,2022,False,False
290,2022-10-17,17,10,October,4,2022,False,False
291,2022-10-18,18,10,October,4,2022,False,False
292,2022-10-19,19,10,October,4,2022,False,False
293,2022-10-20,20,10,October,4,2022,False,False
294,2022-10-21,21,10,October,4,2022,False,True
295,2022-10-22,22,10,October,4,2022,False,True
296,2022-10-23,23,10,October,4,2022,False,False
297,2022-10-24,24,10,October,4,2022,False,False
298,2022-10-25,25,10,October,4,2022,False,False
299,2022-10-26,26,10,October,4,2022,False,False
300,2022-10-27,27,10,October,4,2022,False,False
301,2022-10-28,28,10,October,4,2022,False,True
302,2022-10-29,29,10,October,4,2022,False,True
303,2022-10-30,30,10,October,4,2022,False,False
304,2022-10-31,31,10,October,4,2022,False,False
305,2022-11-01,1,11,November,4,2022,False,False
306,2022-11-02,2,11,November,4,2022,False,False
307,2022-11-03,3,11,November,4,2022,False,False
308,2022-11-04,4,11,November,4,2022,False,True
309,2022-11-05,5,11,November,4,2022,False,True
310,2022-11-06,6,11,November,4,2022,False,False
311,2022-11-07,7,11,November,4,2022,False,False
312,2022-11-08,8,11,November,4,2022,False,False
313,2022-11-09,9,11,November,4,2022,False,False
314,2022-11-10,10,11,November,4,2022,False,False
315,2022-11-11,11,11,November,4,2022,False,True
316,2022-11-12,12,11,November,4,2022,False,True
317,2022-11-13,13,11,November,4,2022,False,False
318,2022-11-14,14,11,November,4,2022,False,False
319,2022-11-15,15,11,November,4,2022,False,False
320,2022-11-16,16,11,November,4,2022,False,False
321,2022-11-17,17,11,November,4,2022,False,False
322,2022-11-18,18,11,November,4,2022,False,True
323,2022-11-19,19,11,November,4,2022,False,True
324,2022-11-20,20,11,November,4,2022,False,False
325,2022-11-21,21,11,November,4,2022,False,False
326,2022-11-22,22,11,November,4,2022,False,False
327,2022-11-23,23,11,November,4,2022,False,False
328,2022-11-24,24,11,November,4,2022,False,False
329,2022-11-25,25,11,November,4,2022,False,True
330,2022-11-26,26,11,November,4,2022,False,True
331,2022-11-27,27,11,November,4,2022,False,False
332,2022-11-28,28,11,November,4,2022,False,False
333,2022-11-29,29,11,November,4,2022,False,False
334,2022-11-30,30,11,November,4,2022,False,False
335,2022-12-01,1,12,December,4,2022,False,False
336,2022-12-02,2,12,December,4,2022,False,True
337,2022-12-03,3,12,December,4,2022,False,True
338,2022-12-04,4,12,December,4,2022,False,False
339,2022-12-05,5,12,December,4,2022,False,False
340,2022-12-06,6,12,December,4,2022,False,False
341,2022-12-07,7,12,December,4,2022,False,False
342,2022-12-08,8,12,December,4,2022,False,False
343,2022-12-09,9,12,December,4,2022,False,True
344,2022-12-10,10,12,December,4,2022,False,True
345,2022-12-11,11,12,December,4,2022,False,False
346,2022-12-12,12,12,December,4,2022,False,False
347,2022-12-13,13,12,December,4,2022,False,False
348,2022-12-14,14,12,December,4,2022,False,False
349,2022-12-15,15,12,December,4,2022,False,False
350,2022-12-16,16,12,December,4,2022,False,True
351,2022-12-17,17,12,December,4,2022,False,True
352,2022-12-18,18,12,December,4,2022,False,False
353,2022-12-19,19,12,December,4,2022,False,False
354,2022-12-20,20,12,December,4,2022,False,False
355,2022-12-21,21,12,December,4,2022,False,False
356,2022-12-22,22,12,December,4,2022,False,False
357,2022-12-23,23,12,December,4,2022,False,True
358,2022-12-24,24,12,December,4,2022,False,True
359,2022-12-25,25,12,December,4,2022,False,False
360,2022-12-26,26,12,December,4,2022,False,False
361,2022-12-27,27,12,December,4,2022,False,False
362,2022-12-28,28,12,December,4,2022,False,False
363,2022-12-29,29,12,December,4,2022,False,False
364,2022-12-30,30,12,December,4,2022,False,True
365,2022-12-31,31,12,December,4,2022,False,True
366,2023-01-01,1,1,January,1,2023,False,False
367,2023-01-02,2,1,January,1,2023,False,False
368,2023-01-03,3,1,January,1,2023,False,False
369,2023-01-04,4,1,January,1,2023,False,False
370,2023-01-05,5,1,January,1,2023,False,False
371,2023-01-06,6,1,January,1,2023,False,True
372,2023-01-07,7,1,January,1,2023,False,True
373,2023-01-08,8,1,January,1,2023,False,False
374,2023-01-09,9,1,January,1,2023,False,False
375,2023-01-10,10,1,January,1,2023,False,False
376,2023-01-11,11,1,January,1,2023,False,False
377,2023-01-12,12,1,January,1,2023,False,False
378,2023-01-13,13,1,January,1,2023,False,True
379,2023-01-14,14,1,January,1,2023,False,True
380,2023-01-15,15,1,January,1,2023,False,False
381,2023-01-16,16,1,January,1,2023,False,False
382,2023-01-17,17,1,January,1,2023,False,False
383,2023-01-18,18,1,January,1,2023,False,False
384,2023-01-19,19,1,January,1,2023,False,False
385,2023-01-20,20,1,January,1,2023,False,True
386,2023-01-21,21,1,January,1,2023,False,True
387,2023-01-22,22,1,January,1,2023,False,False
388,2023-01-23,23,1,January,1,2023,False,False
389,2023-01-24,24,1,January,1,2023,False,False
390,2023-01-25,25,1,January,1,2023,False,False
391,2023-01-26,26,1,January,1,2023,False,False
392,2023-01-27,27,1,January,1,2023,False,True
393,2023-01-28,28,1,January,1,2023,False,True
394,2023-01-29,29,1,January,1,2023,False,False
395,2023-01-30,30,1,January,1,2023,False,False
396,2023-01-31,31,1,January,1,2023,False,False
397,2023-02-01,1,2,February,1,2023,False,False
398,2023-02-02,2,2,February,1,2023,False,False
399,2023-02-03,3,2,February,1,2023,False,True
400,2023-02-04,4,2,February,1,2023,False,True
401,2023-02-05,5,2,February,1,2023,False,False
402,2023-02-06,6,2,February,1,2023,False,False
403,2023-02-07,7,2,February,1,2023,False,False
404,2023-02-08,8,2,February,1,2023,False,False
405,2023-02-09,9,2,February,1,2023,False,False
406,2023-02-10,10,2,February,1,2023,False,True
407,2023-02-11,11,2,February,1,2023,False,True
408,2023-02-12,12,2,February,1,2023,False,False
409,2023-02-13,13,2,February,1,2023,False,False
410,2023-02-14,14,2,February,1,2023,False,False
411,2023-02-15,15,2,February,1,2023,False,False
412,2023-02-16,16,2,February,1,2023,False,False
413,2023-02-17,17,2,February,1,2023,False,True
414,2023-02-18,18,2,February,1,2023,False,True
415,2023-02-19,19,2,February,1,2023,False,False
416,2023-02-20,20,2,February,1,2023,False,False
417,2023-02-21,21,2,February,1,2023,False,False
418,2023-02-22,22,2,February,1,2023,False,False
419,2023-02-23,23,2,February,1,2023,False,False
420,2023-02-24,24,2,February,1,2023,False,True
421,2023-02-25,25,2,February,1,2023,False,True
422,2023-02-26,26,2,February,1,2023,False,False
423,2023-02-27,27,2,February,1,2023,False,False
424,2023-02-28,28,2,February,1,2023,False,False
425,2023-03-01,1,3,March,1,2023,False,False
426,2023-03-02,2,3,March,1,2023,False,False
427,2023-03-03,3,3,March,1,2023,False,True
428,2023-03-04,4,3,March,1,2023,False,True
429,2023-03-05,5,3,March,1,2023,False,False
430,2023-03-06,6,3,March,1,2023,False,False
431,2023-03-07,7,3,March,1,2023,False,False
432,2023-03-08,8,3,March,1,2023,False,False
433,2023-03-09,9,3,March,1,2023,False,False
434,2023-03-10,10,3,March,1,2023,False,True
435,2023-03-11,11,3,March,1,2023,False,True
436,2023-03-12,12,3,March,1,2023,False,False
437,2023-03-13,13,3,March,1,2023,False,False
438,2023-03-14,14,3,March,1,2023,False,False
439,2023-03-15,15,3,March,1,2023,False,False
440,2023-03-16,16,3,March,1,2023,False,False
441,2023-03-17,17,3,March,1,2023,False,True
442,2023-03-18,18,3,March,1,2023,False,True
443,2023-03-19,19,3,March,1,2023,False,False
444,2023-03-20,20,3,March,1,2023,False,False
445,2023-03-21,21,3,March,1,2023,False,False
446,2023-03-22,22,3,March,1,2023,False,False
447,2023-03-23,23,3,March,1,2023,True,False
448,2023-03-24,24,3,March,1,2023,True,True
449,2023-03-25,25,3,March,1,2023,True,True
450,2023-03-26,26,3,March,1,2023,True,False
451,2023-03-27,27,3,March,1,2023,True,False
452,2023-03-28,28,3,March,1,2023,True,False
453,2023-03-29,29,3,March,1,2023,True,False
454,2023-03-30,30,3,March,1,2023,True,False
455,2023-03-31,31,3,March,1,2023,True,True
456,2023-04-01,1,4,April,2,2023,True,True
457,2023-04-02,2,4,April,2,2023,True,False
458,2023-04-03,3,4,April,2,2023,True,False
459,2023-04-04,4,4,April,2,2023,True,False
460,2023-04-05,5,4,April,2,2023,True,False
461,2023-04-06,6,4,April,2,2023,True,False
462,2023-04-07,7,4,April,2,2023,True,True
463,2023-04-08,8,4,April,2,2023,True,True
464,2023-04-09,9,4,April,2,2023,True,False
465,2023-04-10,10,4,April,2,2023,True,False
466,2023-04-11,11,4,April,2,2023,True,False
467,2023-04-12,12,4,April,2,2023,True,False
468,2023-04-13,13,4,April,2,2023,True,False
469,2023-04-14,14,4,April,2,2023,True,True
470,2023-04-15,15,4,April,2,2023,True,True
471,2023-04-16,16,4,April,2,2023,True,False
472,2023-04-17,17,4,April,2,2023,True,False
473,2023-04-18,18,4,April,2,2023,True,False
474,2023-04-19,19,4,April,2,2023,True,False
475,2023-04-20,20,4,April,2,2023,True,False
476,2023-04-21,21,4,April,2,2023,True,True
477,2023-04-22,22,4,April,2,2023,False,True
478,2023-04-23,23,4,April,2,2023,False,False
479,2023-04-24,24,4,April,2,2023,False,False
480,2023-04-25,25,4,April,2,2023,False,False
481,2023-04-26,26,4,April,2,2023,False,False
482,2023-04-27,27,4,April,2,2023,False,False
483,2023-04-28,28,4,April,2,2023,False,True
484,2023-04-29,29,4,April,2,2023,False,True
485,2023-04-30,30,4,April,2,2023,False,False
486,2023-05-01,1,5,May,2,2023,False,False
487,2023-05-02,2,5,May,2,2023,False,False
488,2023-05-03,3,5,May,2,2023,False,False
489,2023-05-04,4,5,May,2,2023,False,False
490,2023-05-05,5,5,May,2,2023,False,True
491,2023-05-06,6,5,May,2,2023,False,True
492,2023-05-07,7,5,May,2,2023,False,False
493,2023-05-08,8,5,May,2,2023,False,False
494,2023-05-09,9,5,May,2,2023,False,False
495,2023-05-10,10,5,May,2,2023,False,False
496,2023-05-11,11,5,May,2,2023,False,False
497,2023-05-12,12,5,May,2,2023,False,True
498,2023-05-13,13,5,May,2,2023,False,True
499,2023-05-14,14,5,May,2,2023,False,False
500,2023-05-15,15,5,May,2,2023,False,False
501,2023-05-16,16,5,May,2,2023,False,False
502,2023-05-17,17,5,May,2,2023,False,False
503,2023-05-18,18,5,May,2,2023,False,False
504,2023-05-19,19,5,May,2,2023,False,True
505,2023-05-20,20,5,May,2,2023,False,True
506,2023-05-21,21,5,May,2,2023,False,False
507,2023-05-22,22,5,May,2,2023,False,False
508,2023-05-23,23,5,May,2,2023,False,False
509,2023-05-24,24,5,May,2,2023,False,False
510,2023-05-25,25,5,May,2,2023,False,False
511,2023-05-26,26,5,May,2,2023,False,True
512,2023-05-27,27,5,May,2,2023,False,True
513,2023-05-28,28,5,May,2,2023,False,False
514,2023-05-29,29,5,May,2,2023,False,False
515,2023-05-30,30,5,May,2,2023,False,False
516,2023-05-31,31,5,May,2,2023,False,False
517,2023-06-01,1,6,June,2,2023,False,False
518,2023-06-02,2,6,June,2,2023,False,True
519,2023-06-03,3,6,June,2,2023,False,True
520,2023-06-04,4,6,June,2,2023,False,False
521,2023-06-05,5,6,June,2,2023,False,False
522,2023-06-06,6,6,June,2,2023,False,False
523,2023-06-07,7,6,June,2,2023,False,False
524,2023-06-08,8,6,June,2,2023,False,False
525,2023-06-09,9,6,June,2,2023,False,True
526,2023-06-10,10,6,June,2,2023,False,True
527,2023-06-11,11,6,June,2,2023,False,False
528,2023-06-12,12,6,June,2,2023,False,False
529,2023-06-13,13,6,June,2,2023,False,False
530,2023-06-14,14,6,June,2,2023,False,False
531,2023-06-15,15,6,June,2,2023,False,False
532,2023-06-16,16,6,June,2,2023,False,True
533,2023-06-17,17,6,June,2,2023,False,True
534,2023-06-18,18,6,June,2,2023,False,False
535,2023-06-19,19,6,June,2,2023,False,False
536,2023-06-20,20,6,June,2,2023,False,False
537,2023-06-21,21,6,June,2,2023,False,False
538,2023-06-22,22,6,June,2,2023,False,False
539,2023-06-23,23,6,June,2,2023,False,True
540,2023-06-24,24,6,June,2,2023,False,True
541,2023-06-25,25,6,June,2,2023,False,False
542,2023-06-26,26,6,June,2,2023,False,False
543,2023-06-27,27,6,June,2,2023,False,False
544,2023-06-28,28,6,June,2,2023,False,False
545,2023-06-29,29,6,June,2,2023,False,False
546,2023-06-30,30,6,June,2,2023,False,True
547,2023-07-01,1,7,July,3,2023,False,True
548,2023-07-02,2,7,July,3,2023,False,False
549,2023-07-03,3,7,July,3,2023,False,False
550,2023-07-04,4,7,July,3,2023,False,False
551,2023-07-05,5,7,July,3,2023,False,False
552,2023-07-06,6,7,July,3,2023,False,False
553,2023-07-07,7,7,July,3,2023,False,True
554,2023-07-08,8,7,July,3,2023,False,True
555,2023-07-09,9,7,July,3,2023,False,False
556,2023-07-10,10,7,July,3,2023,False,False
557,2023-07-11,11,7,July,3,2023,False,False
558,2023-07-12,12,7,July,3,2023,False,False
559,2023-07-13,13,7,July,3,2023,False,False
560,2023-07-14,14,7,July,3,2023,False,True
561,2023-07-15,15,7,July,3,2023,False,True
562,2023-07-16,16,7,July,3,2023,False,False
563,2023-07-17,17,7,July,3,2023,False,False
564,2023-07-18,18,7,July,3,2023,False,False
565,2023-07-19,19,7,July,3,2023,False,False
566,2023-07-20,20,7,July,3,2023,False,False
567,2023-07-21,21,7,July,3,2023,False,True
568,2023-07-22,22,7,July,3,2023,False,True
569,2023-07-23,23,7,July,3,2023,False,False
570,2023-07-24,24,7,July,3,2023,False,False
571,2023-07-25,25,7,July,3,2023,False,False
572,2023-07-26,26,7,July,3,2023,False,False
573,2023-07-27,27,7,July,3,2023,False,False
574,2023-07-28,28,7,July,3,2023,False,True
575,2023-07-29,29,7,July,3,2023,False,True
576,2023-07-30,30,7,July,3,2023,False,False
577,2023-07-31,31,7,July,3,2023,False,False
578,2023-08-01,1,8,August,3,2023,False,False
579,2023-08-02,2,8,August,3,2023,False,False
580,2023-08-03,3,8,August,3,2023,False,False
