sale_id,date_id,product_id,store_id,customer_id,revenue,cost,profit,quantity,discount,returns
81,176,8,7,32,3382.0,2022.66,1359.34,5,0.2,0
82,1006,15,1,6,7590.0,4788.38,2801.62,3,0.0,0
83,756,16,9,34,4389.0,3288.79,1100.21,3,0.05,0
84,721,23,8,18,344.25,205.21,139.04,3,0.0,0
85,647,4,9,49,2530.0,1500.99,1029.01,2,0.0,0
86,1075,20,5,7,1215.0,723.53,491.47,2,0.0,0
87,29,23,9,9,280.5,208.93,71.57,3,0.0,0
88,259,21,8,7,44.55,27.04,17.51,1,0.1,0
89,698,6,1,17,2304.0,1646.03,657.97,4,0.0,0
90,152,19,1,10,1824.0,1208.52,615.48,2,0.2,0
91,509,4,9,49,3960.0,2650.13,1309.87,4,0.1,0
92,1071,13,8,29,486.0,324.5,161.5,3,0.2,0
93,124,20,2,49,765.0,453.04,311.96,2,0.15,0
94,322,8,3,36,1068.0,587.97,480.03,1,0.0,0
95,963,10,1,15,678.3,411.42,266.88,3,0.15,0
96,146,22,4,17,119.0,84.58,34.42,5,0.15,0
97,236,18,4,42,1235.0,883.43,351.57,2,0.0,0
98,340,26,5,39,148.5,94.72,53.78,5,0.0,0
99,623,23,7,18,420.75,272.97,147.78,5,0.1,0
100,82,29,7,48,126.22,75.74,50.48,3,0.1,0
101,43,25,5,37,29.4,20.62,8.78,1,0.2,0
102,906,30,5,12,541.5,366.57,174.93,5,0.05,0
103,187,16,6,27,3780.0,2585.62,1194.38,3,0.0,0
104,676,14,8,19,364.8,256.13,108.67,4,0.2,0
105,181,11,5,21,1368.0,862.98,505.02,1,0.2,0
106,3,22,9,30,123.2,72.38,50.82,4,0.0,0
107,1021,21,8,49,51.75,31.23,20.52,1,0.0,0
108,590,15,8,8,1776.5,1193.41,583.09,1,0.15,0
109,325,10,9,1,1596.0,907.55,688.45,5,0.05,1
110,233,15,2,42,3971.0,2924.76,1046.24,2,0.05,0
111,560,14,8,31,162.45,107.26,55.19,2,0.05,0
112,1041,24,3,5,1209.6,856.4,353.2,3,0.2,0
113,1040,9,1,19,921.6,615.06,306.54,3,0.2,1
114,1003,28,3,29,198.55,122.91,75.64,5,0.05,0
115,773,15,6,13,4158.0,2605.38,1552.62,2,0.1,0
116,842,2,6,48,7616.0,5580.14,2035.86,4,0.15,0
117,312,16,1,9,7560.0,4659.98,2900.02,5,0.1,0
118,902,4,9,30,888.25,514.15,374.1,1,0.15,0
119,317,3,8,17,2106.0,1450.07,655.93,3,0.1,0
120,673,28,9,25,116.28,80.67,35.61,3,0.15,0
121,74,20,2,16,1147.5,802.51,344.99,3,0.0,0
122,202,25,2,29,53.55,32.66,20.89,2,0.15,0
123,665,26,1,19,75.9,48.28,27.62,3,0.0,0
124,844,19,3,11,1920.0,1290.04,629.96,2,0.0,0
125,494,16,10,10,2660.0,1802.37,857.63,2,0.05,0
126,20,29,8,19,302.5,170.84,131.66,5,0.0,1
127,613,21,7,45,141.08,101.45,39.63,3,0.05,0
128,788,28,8,7,75.81,50.37,25.44,2,0.05,0
129,605,1,7,18,1026.0,741.81,284.19,1,0.1,0
130,101,30,10,48,215.04,157.16,57.88,4,0.2,0
131,472,20,6,15,453.6,272.22,181.38,2,0.1,0
132,281,21,2,41,51.75,36.62,15.13,1,0.0,0
133,748,24,3,6,1386.0,969.5,416.5,3,0.0,0
134,271,26,9,24,108.9,79.79,29.11,5,0.1,0
135,527,30,8,19,273.6,156.78,116.82,3,0.2,1
136,289,25,4,44,128.8,91.57,37.23,4,0.2,0
137,809,1,5,35,678.3,423.07,255.23,1,0.05,0
138,537,19,7,41,3420.0,2342.59,1077.41,3,0.0,0
139,672,30,10,15,122.4,87.49,34.91,1,0.15,1
140,619,21,7,8,99.0,73.19,25.81,2,0.0,0
141,1009,4,2,16,6325.0,3970.39,2354.61,5,0.0,0
142,859,19,3,27,960.0,621.95,338.05,1,0.2,0
143,573,2,6,14,9576.0,7087.3,2488.7,4,0.05,0
144,204,22,6,35,75.6,47.6,28.0,3,0.0,0
145,251,28,8,6,71.06,48.17,22.89,2,0.15,1
146,104,26,6,16,19.71,13.07,6.64,2,0.2,0
147,425,19,4,15,2448.0,1418.64,1029.36,3,0.2,1
148,6,9,3,9,1760.0,1249.08,510.92,5,0.0,0
149,53,5,1,23,6615.0,4066.6,2548.4,2,0.1,0
150,108,5,7,34,1666.0,937.48,728.52,1,0.15,0
151,742,17,10,7,1504.8,894.32,610.48,4,0.1,0
152,1068,10,8,42,378.0,283.39,94.61,1,0.0,0
153,874,22,2,32,112.0,81.74,30.26,4,0.0,0
154,304,3,3,18,3176.88,2119.21,1057.67,5,0.15,0
155,781,20,9,19,1701.0,1141.52,559.48,4,0.1,0
156,235,28,9,47,68.59,43.92,24.67,2,0.05,0
157,695,27,8,26,265.2,150.9,114.3,4,0.15,0
158,523,12,3,44,24700.0,14035.65,10664.35,4,0.0,0
159,885,4,6,9,5225.0,3486.61,1738.39,5,0.0,0
160,676,22,2,27,80.64,55.08,25.56,3,0.2,0
161,106,10,10,20,470.4,313.09,157.31,3,0.0,0
162,988,8,2,23,4895.0,2804.72,2090.28,5,0.0,0
163,464,26,7,36,55.44,37.98,17.46,5,0.1,0
164,548,1,3,18,3240.0,2009.46,1230.54,3,0.0,0
165,294,19,7,5,2346.0,1587.38,758.62,2,0.15,0
166,1087,7,7,27,28080.0,16328.01,11751.99,4,0.0,0
167,665,25,10,39,40.25,23.39,16.86,1,0.0,0
168,102,22,2,18,53.31,33.84,19.47,4,0.15,0
169,849,9,4,49,1280.0,792.36,487.64,5,0.0,0
170,997,17,5,3,794.2,593.18,201.02,2,0.05,0
171,419,10,4,50,470.4,282.76,187.64,2,0.2,0
172,16,16,7,12,2926.0,1920.97,1005.03,2,0.05,0
173,726,3,7,48,833.62,461.62,372.0,1,0.05,1
174,642,19,7,37,4692.0,3181.31,1510.69,4,0.15,0
175,830,1,6,11,3192.0,2286.77,905.23,5,0.05,1
176,181,14,2,16,324.9,204.72,120.18,4,0.1,0
177,636,24,6,15,1108.8,647.13,461.67,3,0.2,0
178,234,17,9,13,1083.0,753.2,329.8,3,0.0,0
179,303,8,2,10,3070.5,1795.32,1275.18,3,0.0,0
180,155,6,8,30,1824.0,1214.59,609.41,5,0.2,0
181,662,28,6,10,174.8,112.53,62.27,4,0.0,0
182,563,19,1,23,5400.0,3305.24,2094.76,5,0.0,0
183,117,12,5,5,3276.0,2191.04,1084.96,1,0.1,0
184,85,15,10,42,3740.0,2509.54,1230.46,2,0.0,0
185,127,15,2,22,1980.0,1344.87,635.13,1,0.1,0
186,897,15,9,34,10450.0,6508.05,3941.95,5,0.0,1
187,794,14,6,44,403.75,285.79,117.96,5,0.0,0
188,135,11,2,36,7200.0,4322.87,2877.13,4,0.0,0
189,308,11,2,38,4320.0,2644.04,1675.96,2,0.0,0
190,803,5,10,46,2082.5,1378.17,704.33,1,0.0,0
191,673,27,3,43,390.0,264.89,125.11,5,0.0,0
192,742,1,6,20,2640.0,1632.43,1007.57,2,0.0,0
193,394,8,3,10,979.0,703.79,275.21,1,0.0,0
194,1079,2,6,50,18900.0,12652.59,6247.41,5,0.0,0
195,371,27,10,11,286.0,180.8,105.2,4,0.0,0
196,487,15,10,19,8800.0,5779.86,3020.14,4,0.0,0
197,961,29,4,24,248.19,159.42,88.77,5,0.05,0
198,783,17,9,27,638.4,376.62,261.78,2,0.2,0
199,513,2,8,24,14000.0,9691.92,4308.08,5,0.0,0
200,256,10,2,49,616.0,394.16,221.84,2,0.0,0
201,896,3,4,29,1852.5,1172.59,679.91,3,0.0,0
202,766,8,7,6,2803.5,1557.73,1245.77,3,0.0,1
203,687,26,3,9,26.4,19.36,7.04,1,0.0,0
204,285,25,8,29,201.25,147.15,54.1,5,0.0,0
205,442,27,3,36,248.62,157.79,90.83,5,0.1,0
206,487,10,2,4,532.0,360.58,171.42,2,0.05,0
207,129,4,8,39,5500.0,3720.15,1779.85,5,0.0,0
208,295,10,7,1,1610.0,962.96,647.04,5,0.0,0
209,176,17,6,5,1624.5,1058.31,566.19,5,0.1,1
210,42,13,8,3,630.0,378.46,251.54,4,0.0,0
211,139,12,4,47,5200.0,3465.18,1734.82,1,0.2,0
212,274,2,6,35,7728.0,5243.9,2484.1,3,0.2,0
213,952,23,8,41,129.2,74.54,54.66,2,0.2,0
214,938,2,5,13,2016.0,1189.23,826.77,1,0.2,0
215,636,17,7,35,1672.0,931.85,740.15,4,0.0,0
216,586,12,1,42,18525.0,10649.93,7875.07,3,0.0,0
217,820,24,8,25,749.7,486.74,262.96,3,0.0,0
218,1064,9,2,47,1536.0,977.08,558.92,4,0.0,1
219,370,18,5,21,715.0,440.14,274.86,1,0.0,0
220,914,20,7,11,1620.0,1035.87,584.13,4,0.0,0
221,723,20,7,18,607.5,415.67,191.83,1,0.0,0
222,1051,26,3,2,42.24,28.36,13.88,2,0.2,0
223,72,5,2,16,8925.0,5592.15,3332.85,3,0.0,0
224,315,22,8,24,95.76,67.28,28.48,3,0.05,0
225,1085,12,7,21,26325.0,19535.89,6789.11,3,0.0,0
226,382,16,9,25,7700.0,4638.14,3061.86,5,0.0,0
227,914,7,10,19,18720.0,10755.15,7964.85,4,0.0,0
228,926,6,8,6,1101.6,682.42,419.18,3,0.15,0
229,595,29,5,11,83.6,52.02,31.58,2,0.2,0
230,412,26,3,16,92.4,57.49,34.91,4,0.0,0
231,958,26,9,9,104.5,58.85,45.65,5,0.0,0
232,981,17,7,50,1337.6,889.48,448.12,4,0.2,0
233,650,21,2,29,175.95,114.98,60.97,4,0.15,0
234,373,25,3,28,154.0,86.41,67.59,5,0.2,0
235,314,10,3,11,856.8,509.88,346.92,3,0.15,1
236,1063,29,5,6,198.0,134.05,63.95,3,0.0,0
237,257,21,5,40,247.5,161.0,86.5,5,0.0,0
238,316,6,10,47,2880.0,2069.3,810.7,5,0.0,0
239,59,3,1,42,3412.5,2321.27,1091.23,5,0.0,0
240,854,20,1,32,2250.0,1526.36,723.64,5,0.0,0
241,502,26,7,20,88.0,60.52,27.48,4,0.0,0
242,852,16,8,14,3780.0,2187.61,1592.39,3,0.1,0
243,654,24,6,26,772.8,482.31,290.49,2,0.2,0
244,654,8,8,8,2916.97,1748.97,1168.0,3,0.05,0
245,595,13,10,27,228.0,166.55,61.45,2,0.2,0
246,641,7,3,32,28405.0,18456.2,9948.8,5,0.05,0
247,48,3,7,33,2730.0,1618.97,1111.03,4,0.0,0
248,104,10,8,39,627.2,412.28,214.92,4,0.0,0
249,883,5,5,47,7980.0,5032.59,2947.41,3,0.2,0
250,105,19,9,13,1814.4,1102.65,711.75,3,0.1,0
251,923,25,9,18,133.88,90.0,43.88,5,0.15,0
252,199,13,6,22,675.0,473.17,201.83,5,0.0,0
253,1043,13,9,3,180.0,103.93,76.07,1,0.0,0
254,971,17,8,10,1624.5,938.89,685.61,5,0.1,1
255,653,6,7,40,1490.4,919.99,570.41,3,0.1,0
256,1091,16,10,20,6048.0,3346.52,2701.48,4,0.2,0
257,225,14,10,20,81.22,52.38,28.84,1,0.1,1
258,467,24,1,38,940.8,616.08,324.72,4,0.0,0
259,779,5,4,3,15618.75,8933.6,6685.15,5,0.15,0
260,643,14,3,27,207.57,135.0,72.57,2,0.05,0
261,966,28,1,46,64.98,38.43,26.55,2,0.1,0
262,980,17,7,21,794.2,581.69,212.51,2,0.05,0
263,726,22,5,40,151.2,112.11,39.09,4,0.0,0
264,612,8,5,50,2496.45,1476.54,1019.91,3,0.15,0
265,650,16,6,36,4830.0,2774.23,2055.77,3,0.0,0
266,778,29,7,23,115.5,64.5,51.0,2,0.0,1
267,162,12,8,42,15746.25,10169.18,5577.07,3,0.15,0
268,556,30,9,45,324.0,185.28,138.72,3,0.0,0
269,491,8,1,43,4450.0,3015.27,1434.73,5,0.0,0
270,847,11,8,7,2880.0,2139.56,740.44,2,0.0,1
271,324,14,8,31,182.4,135.48,46.92,2,0.2,0
272,122,30,2,42,600.0,394.22,205.78,5,0.0,0
273,77,30,3,27,204.0,152.88,51.12,2,0.0,0
274,1015,6,5,3,552.0,366.3,185.7,1,0.0,0
275,687,10,8,42,1512.0,980.96,531.04,5,0.1,1
276,1033,15,5,13,2530.0,1473.72,1056.28,1,0.0,0
277,527,23,3,1,193.8,118.03,75.77,3,0.2,0
278,396,6,10,41,1689.6,1073.81,615.79,4,0.2,0
279,821,22,2,12,31.65,19.46,12.19,2,0.05,0
280,535,13,4,29,427.5,260.94,166.56,3,0.0,0
281,24,9,6,45,704.0,481.22,222.78,2,0.0,0
282,328,13,9,46,459.0,263.23,195.77,3,0.15,1
283,605,12,10,15,12350.0,7973.61,4376.39,2,0.0,0
284,766,14,9,31,399.0,272.44,126.56,5,0.2,0
285,507,22,10,6,133.0,87.2,45.8,5,0.05,0
286,230,2,9,33,4788.0,3147.31,1640.69,2,0.1,0
287,1066,15,2,44,5049.0,3365.81,1683.19,2,0.15,0
288,1046,15,1,30,4752.0,3008.42,1743.58,2,0.1,0
289,947,22,5,47,25.27,15.18,10.09,1,0.05,0
290,447,19,2,3,2856.0,1970.86,885.14,4,0.0,0
291,124,30,2,31,120.0,75.81,44.19,1,0.0,0
292,861,12,7,29,24700.0,13981.43,10718.57,4,0.05,1
293,273,21,6,8,89.1,56.01,33.09,2,0.1,0
294,457,27,1,49,36.4,23.39,13.01,1,0.0,0
295,869,18,7,15,1235.0,764.75,470.25,2,0.05,0
296,232,2,7,40,2660.0,1572.64,1087.36,1,0.0,0
297,69,15,10,44,1870.0,1305.46,564.54,1,0.0,0
298,480,18,4,49,520.0,338.41,181.59,1,0.0,0
299,654,19,10,50,4140.0,2526.86,1613.14,3,0.0,0
300,1068,8,7,20,3604.5,2383.81,1220.69,3,0.0,0
301,359,21,7,36,243.0,180.9,62.1,4,0.0,1
302,781,26,9,21,87.78,50.9,36.88,4,0.05,0
303,970,8,4,20,1352.8,869.32,483.48,2,0.2,0
304,846,14,9,34,144.4,86.43,57.97,2,0.05,0
305,162,30,8,24,102.6,71.3,31.3,1,0.1,0
306,550,13,10,39,108.0,60.97,47.03,1,0.2,0
307,445,16,4,22,3570.0,2114.73,1455.27,3,0.0,0
308,241,24,8,16,1695.75,1002.02,693.73,5,0.15,1
309,659,25,5,25,144.9,98.49,46.41,4,0.1,0
310,737,17,8,30,334.4,249.55,84.85,1,0.2,0
311,656,30,4,24,393.3,219.91,173.39,3,0.05,0
312,299,1,5,36,6210.0,4309.75,1900.25,5,0.1,0
313,402,11,4,25,7560.0,4529.54,3030.46,5,0.2,0
314,692,9,8,47,1459.2,851.66,607.54,4,0.05,0
315,347,5,9,32,8505.0,6362.29,2142.71,2,0.1,1
316,1074,2,2,43,3024.0,1667.06,1356.94,1,0.2,0
317,474,3,3,1,655.2,420.12,235.08,2,0.1,0
318,990,22,8,2,27.72,18.3,9.42,1,0.1,0
319,1085,24,5,35,1701.0,1106.4,594.6,3,0.0,0
320,882,26,3,7,19.8,11.48,8.32,1,0.1,0
321,1079,9,6,18,1728.0,1079.33,648.67,4,0.0,0
322,499,23,4,20,72.25,54.07,18.18,1,0.15,0
323,65,3,7,25,1989.0,1283.3,705.7,4,0.1,0
324,351,3,8,28,2369.25,1766.19,603.06,3,0.1,1
325,1082,30,1,15,259.2,178.45,80.75,2,0.2,0
326,556,2,2,44,6804.0,4509.02,2294.98,3,0.1,0
327,645,1,4,38,2208.0,1576.82,631.18,2,0.2,0
328,158,10,3,37,478.8,343.27,135.53,2,0.1,0
329,680,13,3,45,162.0,113.25,48.75,1,0.1,0
330,201,14,4,5,230.85,162.47,68.38,3,0.1,1
331,813,25,6,2,49.98,37.41,12.57,3,0.2,0
332,729,18,7,28,1491.75,995.26,496.49,2,0.15,0
333,605,26,4,46,20.9,12.62,8.28,1,0.0,0
334,316,24,7,21,1512.0,859.28,652.72,3,0.0,1
335,911,12,5,7,12350.0,7255.36,5094.64,2,0.0,0
336,1050,14,2,2,114.0,75.34,38.66,1,0.0,0
337,665,28,7,1,124.55,78.16,46.39,3,0.05,0
338,498,19,9,11,4800.0,2773.29,2026.71,4,0.0,0
339,1010,5,2,11,16100.0,10210.95,5889.05,4,0.0,0
340,158,12,5,16,22230.0,14968.21,7261.79,4,0.1,0
341,278,10,1,26,772.8,520.9,251.9,3,0.2,0
342,675,15,6,28,13200.0,8053.15,5146.85,5,0.0,0
343,412,16,6,12,5880.0,3576.74,2303.26,4,0.0,0
344,1006,19,4,21,5520.0,3937.41,1582.59,4,0.0,0
345,234,30,10,13,513.0,300.61,212.39,5,0.1,0
346,56,24,8,46,837.9,594.52,243.38,2,0.05,0
347,142,27,7,44,260.0,175.93,84.07,4,0.0,0
348,316,23,7,25,96.9,72.49,24.41,1,0.05,0
349,821,18,9,45,1392.3,776.0,616.3,4,0.1,1
350,175,4,4,43,3135.0,2129.92,1005.08,3,0.0,0
351,819,25,6,28,20.82,11.86,8.96,1,0.0,0
352,1063,18,10,45,3900.0,2492.71,1407.29,5,0.0,0
353,1025,5,6,2,16100.0,9806.29,6293.71,4,0.0,1
354,176,4,3,23,3135.0,2009.74,1125.26,3,0.0,0
355,990,12,8,7,24310.0,16758.16,7551.84,4,0.15,0
356,615,2,2,2,7854.0,4491.49,3362.51,3,0.15,0
357,500,17,3,36,760.0,503.1,256.9,2,0.0,1
358,475,26,7,41,24.64,16.71,7.93,2,0.0,0
359,60,24,10,13,1285.2,817.27,467.93,4,0.1,0
360,440,7,5,49,3978.0,2268.85,1709.15,1,0.1,0
361,383,12,6,13,28600.0,17230.66,11369.34,4,0.0,0
362,1081,21,6,39,218.7,137.45,81.25,4,0.1,0
363,721,28,8,40,82.08,56.2,25.88,2,0.2,0
364,174,22,3,21,26.6,16.25,10.35,1,0.0,0
365,290,17,7,27,2185.0,1452.94,732.06,5,0.0,0
366,997,21,9,45,89.1,51.98,37.12,2,0.1,0
367,384,11,8,40,1584.0,984.94,599.06,1,0.2,0
368,280,7,7,36,25415.0,16494.18,8920.82,5,0.15,0
369,852,23,8,32,170.0,112.72,57.28,2,0.0,0
370,452,10,1,18,299.88,182.25,117.63,2,0.1,0
371,1015,18,9,8,3737.5,2255.87,1481.63,5,0.0,0
372,752,18,1,49,2574.0,1528.21,1045.79,4,0.1,0
373,507,10,1,29,840.0,606.85,233.15,3,0.0,0
374,241,25,4,14,141.31,87.63,53.68,5,0.15,0
375,877,6,10,9,768.0,454.19,313.81,2,0.2,0
376,719,18,5,39,4387.5,2697.13,1690.37,5,0.0,0
377,593,19,5,33,1140.0,846.51,293.49,1,0.0,0
378,122,9,3,45,640.0,370.72,269.28,2,0.0,0
379,507,25,7,32,63.0,42.62,20.38,2,0.1,0
380,769,15,2,41,2194.5,1433.28,761.22,1,0.05,0
381,756,15,8,21,12100.0,8757.76,3342.24,5,0.0,0
382,191,24,8,41,907.2,510.45,396.75,3,0.2,0
383,447,14,4,32,169.57,121.36,48.21,3,0.0,0
384,268,19,8,22,1320.0,752.29,567.71,1,0.0,0
385,942,1,2,11,4104.0,2257.75,1846.25,4,0.05,1
386,415,23,3,42,267.75,194.09,73.66,3,0.0,0
387,192,21,6,17,40.5,27.66,12.84,1,0.0,0
388,107,13,5,47,159.6,108.7,50.9,2,0.05,0
389,3,7,8,5,10296.0,6128.57,4167.43,2,0.1,0
390,20,1,6,8,4488.0,2587.04,1900.96,4,0.15,0
391,785,3,2,7,2047.5,1486.89,560.61,3,0.0,0
392,273,21,3,5,222.75,122.89,99.86,5,0.1,0
393,902,12,4,41,11732.5,7898.5,3834.0,2,0.05,0
394,445,3,2,9,497.25,346.09,151.16,1,0.1,0
395,880,11,3,16,4590.0,2601.84,1988.16,3,0.15,0
396,584,25,1,43,99.75,65.19,34.56,3,0.0,0
397,803,10,1,16,633.08,362.47,270.61,4,0.05,0
398,146,17,1,24,1140.0,715.2,424.8,3,0.0,0
399,862,12,9,44,10400.0,6699.71,3700.29,2,0.2,1
400,150,1,10,5,1200.0,711.78,488.22,1,0.0,1
401,816,17,5,41,904.4,572.56,331.84,5,0.2,0
402,169,21,9,35,213.75,129.42,84.33,5,0.0,0
403,1048,30,4,10,720.0,452.27,267.73,5,0.0,0
404,136,10,7,47,560.0,335.38,224.62,2,0.0,1
405,238,15,10,39,2090.0,1427.92,662.08,1,0.0,0
406,360,4,1,46,2524.5,1394.21,1130.29,2,0.15,0
407,711,17,9,47,1539.0,960.91,578.09,3,0.0,0
408,551,24,2,50,378.0,268.92,109.08,1,0.0,0
409,131,9,10,41,304.0,194.88,109.12,1,0.05,0
410,1024,28,10,11,131.1,78.79,52.31,3,0.0,0
411,237,8,9,1,676.4,488.76,187.64,1,0.2,0
412,967,12,7,10,9880.0,5503.88,4376.12,2,0.2,0
413,859,8,6,16,3026.0,1857.92,1168.08,4,0.15,0
414,764,4,9,44,1155.0,686.81,468.19,1,0.0,0
415,95,13,2,30,201.6,144.94,56.66,3,0.2,0
416,936,1,6,13,2916.0,2061.32,854.68,3,0.1,0
417,497,15,6,38,7040.0,4964.45,2075.55,4,0.2,0
418,503,5,1,27,3500.0,2304.08,1195.92,1,0.0,0
419,20,11,1,49,6336.0,4420.1,1915.9,4,0.2,0
420,421,17,4,27,1596.0,1188.24,407.76,4,0.0,0
421,574,3,1,15,2778.75,1917.81,860.94,5,0.05,0
422,174,19,2,33,1938.0,1383.72,554.28,2,0.15,0
423,128,14,3,16,285.0,205.25,79.75,3,0.0,1
424,805,23,6,21,202.3,120.72,81.58,4,0.0,1
425,279,25,10,7,80.5,46.92,33.58,2,0.0,0
426,833,4,9,23,1672.0,1022.7,649.3,2,0.05,0
427,246,3,3,44,1716.0,1185.65,530.35,3,0.2,0
428,441,27,6,10,46.96,28.16,18.8,1,0.15,0
429,1052,2,5,17,6720.0,4975.62,1744.38,2,0.0,0
430,512,4,8,7,2200.0,1215.26,984.74,2,0.0,0
431,456,5,4,26,4998.0,3378.95,1619.05,3,0.15,0
432,531,30,2,2,114.0,83.28,30.72,1,0.0,0
433,264,3,6,8,679.25,380.47,298.78,1,0.05,1
434,888,27,7,32,58.66,40.28,18.38,1,0.05,0
435,440,30,3,18,290.7,211.25,79.45,3,0.05,0
436,504,21,5,32,162.0,104.62,57.38,4,0.1,0
437,785,5,7,13,18375.0,12424.27,5950.73,5,0.0,0
438,40,13,6,31,630.0,407.57,222.43,5,0.2,1
439,1029,11,7,18,4140.0,2541.03,1598.97,2,0.0,0
440,576,2,8,34,6048.0,4032.79,2015.21,3,0.2,0
441,327,4,4,43,2640.0,1733.79,906.21,2,0.0,0
442,115,25,4,37,78.4,57.78,20.62,4,0.0,1
443,356,6,4,38,1555.2,1084.94,470.26,3,0.2,0
444,58,23,6,37,446.25,295.69,150.56,5,0.0,0
